OBJECTID,CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,altitud,latitud,longitud,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,CORRIENTE,FECHA_SUSPENSION,SUBZONA_HIDROGRAFICA,ENTIDAD
238,28015110,MANAURE - AUT [28015110],Climática Principal,Automática con Telemetría,Suspendida,2005-08-17,1918,10.36533333,-72.99763889,Cesar,Manaure Balcón Del Cesar,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Cesar,Magdalena,2006-05-15,Medio Cesar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
239,25025340,SAN MARCOS - AUT [25025340],Climática Principal,Automática con Telemetría,Activa,2005-10-07,31,8.59683333,-75.14269444,Sucre,San Marcos,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Cauca,,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
240,14019030,ESCUELA NAVAL CIOH - AUT [14019030],Limnigráfica,Automática con Telemetría,Activa,1991-07-15,1,10.39056389,-75.53383056,Bolívar,Cartagena De Indias,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Caribe - Litoral,Mar Caribe,,Arroyos Directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
241,25020430,TREMENTINO - AUT [25020430],Pluviométrica,Automática con Telemetría,Activa,2014-03-10,19,8.71666667,-75.76666667,Córdoba,Montería,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Cauca,,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
242,29065140,COLEGIO KANKAWARWA - AUT [29065140],Meteorológica Especial,Automática con Telemetría,Activa,2017-04-01,318,10.452,-73.97338333,Magdalena,Fundación,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Bajo Magdalena,Cauca,,Cga Grande de Santa Marta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
243,28035060,FEDEARROZ - AUT [28035060],Climática Principal,Automática con Telemetría,Activa,2005-08-16,184,10.46361111,-73.24805556,Cesar,Valledupar,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Cesar,Cauca,,Medio Cesar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
244,29065120,BATALLON NO. 6 - AUT [29065120],Climática Principal,Automática con Telemetría,Activa,2006-02-24,1280,10.46536111,-73.92777778,Magdalena,Fundación,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Bajo Magdalena,Cauca,,Cga Grande de Santa Marta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
245,29065000,MEDIA LUNA - AUT [29065000],Climática Principal,Automática con Telemetría,Activa,2013-05-05,20,10.51002778,-74.50666667,Magdalena,Pivijai,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Bajo Magdalena,Cauca,,Cga Grande de Santa Marta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
246,13055040,INCODER - AUT [13055040],Agrometeorológica,Convencional,Activa,2004-11-17,37,8.74694444,-75.91388889,Córdoba,Montería,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Cauca,,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
247,13067020,MONTERIA  - AUT [13067020],Limnigráfica,Automática con Telemetría,Activa,1963-02-15,15,8.75161111,-75.89241667,Córdoba,Montería,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Sinu,,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
248,29045000,SABANALARGA - AUT [29045000],Climática Principal,Automática con Telemetría,Activa,2013-05-05,100,10.63672222,-74.91888889,Atlantico,Sabanalarga (Atlántico),Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,Magdalena,,Canal del Dique margen derecho,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
249,35185010,LA PALOMERA - AUT [35185010],Agrometeorológica,Automática con Telemetría,Activa,2005-05-17 19:00,188,4.26036111,-72.56447222,Meta,Puerto López,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,0,,Directos Rio Metica entre ríos Guayuriba y Yucao,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
250,35167000,CORPOBOYACA - SANTA INES -AUT [35167000],Limnigráfica,Automática con Telemetría,Activa,2016-12-31,3041,5.545,-72.88411111,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Lago De Tota,,Lago de Tota,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
251,35167020,CRIADERO -AUT [35167020],Limnigráfica,Automática con Telemetría,Activa,2016-12-31,3025,5.557,-72.88047222,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Qda Los Pozos,,Lago de Tota,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
252,35217090,LABRANZA GRANDE AUT [35217090],Limnigráfica,Automática con Telemetría,Activa,2016-12-15,1125,5.56691667,-72.58355556,Boyacá,Labranzagrande,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Rio Cravo Sur,,Río Cravo Sur,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
253,16057080,PUENTE CAPIRA [16057080],Limnigráfica,Convencional,Suspendida,2004-11-15,1320,7.5,-72.76666667,Norte de Santander,Cucutilla,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Zulasquilla,2008-05-23,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
254,29047000,TEBSA BQUILLA [29047000],Limnigráfica,Automática con Telemetría,Activa,2013-05-05,6,10.93663889,-74.75988889,Atlantico,Soledad,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,Rio Magdalena,,Directos al Bajo Magdalena entre Calamar y desembocadura,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
255,15067210,CARACOLI - AUT [15067210],Limnigráfica,Automática con Telemetría,Activa,2011-12-01,460,10.95011111,-73.05102778,La Guajira,San Juan Del Cesar,Area Operativa 05 - Magdalena-Cesar-Guajira,Caribe,Caribe - Guajira,Rio Rancheria,,Río Ranchería,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
256,15067220,PUENTE CARRETERA [15067220],Limnigráfica,Automática con Telemetría,Activa,2011-12-01,7,11.51097222,-72.85594444,La Guajira,Riohacha,Area Operativa 05 - Magdalena-Cesar-Guajira,Caribe,Caribe - Guajira,Rio Rancheria,,Río Ranchería,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
257,47015020,AEROPUERTO PUERTO ASIS [47015020],Sinóptica Principal,Convencional,Suspendida,1965-01-15,254,0.5,-76.5,Putumayo,Puerto Asís,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Amazonas,1984-09-15,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
258,51035010,AEROPUERTO LA FLORIDA [51035010],Sinóptica Secundaria,Convencional,Suspendida,1948-05-15,3,1.8,-78.76666667,Nariño,Tumaco,Area Operativa 07 - Nariño-Putumayo,Pacifico,Mira,Amazonas,2002-03-15,Río Rosario,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
259,52045020,AEROPUERTO ANTONIO NARINO [52045020],Sinóptica Principal,Convencional,Activa,1957-11-15,1796,1.39408333,-77.29086111,Nariño,Chachaguí,Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Amazonas,,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
260,26035030,AEROPUERTO G L VALENCIA [26035030],Sinóptica Principal,Convencional,Activa,1941-06-15,1752,2.45288889,-76.60875,Cauca,Popayán,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Amazonas,,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
261,26075040,AEROPUERTO A BONILLA [26075040],Sinóptica Principal,Automática con Telemetría,Activa,1971-07-15,970,3.53668889,-76.38663889,Valle del Cauca,Palmira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Quebrada Don Abad,,Ríos Amaime y Cerrito,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
262,35035020,AEROPUERTO VANGUARDIA [35035020],Sinóptica Principal,Convencional,Activa,1924-10-15,422,4.16191944,-73.61757778,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Quebrada Don Abad,,Río Guatiquía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
263,26135040,AEROPUERTO MATECANA [26135040],Sinóptica Principal,Convencional,Activa,1947-09-15,1199,4.81586111,-75.73722222,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Orinoco,,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
264,26155110,AEROPUERTO LA NUBIA [26155110],Sinóptica Principal,Convencional,Activa,1968-06-15,2104,5.02977778,-75.46991667,Caldas,Manizales,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Orinoco,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
265,38015030,AEROPUERTO PUERTO CARRENO [38015030],Sinóptica Principal,Convencional,Activa,1972-06-15,57,6.18243611,-67.49122222,Vichada,Puerto Carreño,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Orinoco,,Directos Bajo Meta entre ríos Casanare y Orinoco,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
266,23155030,AEROPUERTO YARIGUIES [23155030],Sinóptica Principal,Convencional,Activa,1931-07-15,126,7.02638889,-73.80861111,Santander,Barrancabermeja,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Orinoco,,Río Opón,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
267,23195250,AP.PALO NEGRO [23195250],Sinóptica Principal,Automática con Telemetría,Suspendida,2005-05-08,1189,7.12147222,-73.18452778,Santander,Lebrija,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Orinoco,2015-08-13,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
268,16015010,AEROPUERTO CAMILO DAZA [16015010],Sinóptica Principal,Convencional,Activa,1941-02-15,250,7.93027778,-72.50916667,Norte de Santander,Cúcuta,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Cauca,,Río Pamplonita,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
269,13070040,RABOLARGO [13070040],Pluviométrica,Convencional,Activa,1963-01-15,19,8.95061111,-75.74247222,Córdoba,Cereté,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Cga. Mantequera,,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
270,17015010,AEROPUERTO SESQUICENTEN [17015010],Sinóptica Principal,Convencional,Activa,1958-01-15,1,12.54218333,-81.73096944,Archipiélago de San Andres  Providencia y Santa Catalina,San Andrés (Archipiélago de San Andrés  Providencia y Santa Catalina),Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Caribe,Islas Caribe,Cga. Mantequera,,San Andres,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
271,17025020,AEROPUERTO EL EMBRUJO [17025020],Sinóptica Principal,Convencional,Activa,1973-01-15,7,13.3595,-81.35772222,Archipiélago de San Andres  Providencia y Santa Catalina,San Andres Y  Providencia (Santa Isabel),Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Caribe,Islas Caribe,Cga. Mantequera,,Providencia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
272,35235050,TAMARA - AUT [35235050],Climática Ordinaria,Automática con Telemetría,Activa,2017-08-23 9:31,117,5.81858333,-72.16677778,Casanare,Támara,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Quebrada Don Abad,,Río Pauto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
273,57027010,GORGONA LA PLAYA [57027010],Limnimétrica,Convencional,Activa,1986-05-15,10,2.96388889,-78.17416667,Cauca,Guapi,Area Operativa 07 - Nariño-Putumayo,Pacifico,Baudó - Directos Pacifico,Quebrada Don Abad,,Río Docampadó y Directos Pacífico,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
274,57020020,GORGONILLA [57020020],Pluviométrica,Convencional,Suspendida,1986-05-15,5,2.98333333,-78.18333333,Cauca,Guapi,Area Operativa 07 - Nariño-Putumayo,Pacifico,Baudó - Directos Pacifico,Quebrada Don Abad,1986-07-15,Río Docampadó y Directos Pacífico,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
275,57020010,ALTO DE LOS MICOS [57020010],Pluviométrica,Convencional,Suspendida,1986-05-15,180,3,-78.18333333,Cauca,Guapi,Area Operativa 07 - Nariño-Putumayo,Pacifico,Baudó - Directos Pacifico,Quebrada Don Abad,1991-12-15,Río Docampadó y Directos Pacífico,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
276,57027020,GORGONA BOCATOMA [57027020],Limnimétrica,Convencional,Suspendida,1986-05-15,60,3.01666667,-78.16666667,Cauca,Guapi,Area Operativa 07 - Nariño-Putumayo,Pacifico,Baudó - Directos Pacifico,Quebrada Don Abad,1995-07-15,Río Docampadó y Directos Pacífico,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
277,25027270,LAS FLORES [25027270],Limnimétrica,Convencional,Activa,1968-06-15,22,8.10241667,-74.77344444,Antioquia,Nechí,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Cauca,,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
278,25020850,REGENCIA [25020850],Pluviométrica,Convencional,Suspendida,1974-05-15,100,8.13333333,-74.65,Bolívar,Montecristo,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Cauca,1992-10-15,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
279,25027910,LA RAYA [25027910],Limnimétrica,Convencional,Activa,1975-03-15,1600,8.34455556,-74.56122222,Bolívar,San Jacinto Del Cauca,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Cno Caribona,,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
280,14015060,ISLAS DEL ROSARIO [14015060],Climática Principal,Convencional,Suspendida,1983-12-15,3,10.18333333,-75.75,Bolívar,Cartagena De Indias,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Cno Caribona,1996-08-15,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
281,14019020,ISLA DEL ROSARIO [14019020],Mareográfica,Convencional,Suspendida,1989-07-15,2,10.19541667,-75.74730556,Bolívar,Cartagena De Indias,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Mar Caribe,2009-07-22,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
282,14015070,ISLA DEL TESORO [14015070],Meteorológica Especial,Convencional,Suspendida,1985-03-15,2,10.23333333,-75.75,Bolívar,Cartagena De Indias,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Mar Caribe,1990-10-15,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
283,25020350,GUARANDA [25020350],Pluviométrica,Convencional,Activa,1966-08-15,30,8.49277778,-74.54166667,Bolívar,Achí,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Mar Caribe,,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
284,32077100,PEÑAS BLANCAS [32077100],Limnigráfica,Convencional,Activa,1983-12-14 19:00,350,3.25161111,-73.89283333,Meta,San Juan De Arama,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,Guejar,,Río Guejar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
285,25027260,BUENAVISTA [25027260],Limnimétrica,Convencional,Suspendida,1967-04-14 19:00,20,8.56666667,-74.55,Bolívar,Achí,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Cauca,Cauca,2019-01-21 3:33,Directos Bajo Cauca - Cga La Raya entre río Nechí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
286,35017070,RANCHO ALEGRE [35017070],Limnimétrica,Convencional,En Mantenimiento,1979-05-14 19:00,337,3.86363889,-73.54061111,Meta,Castilla La Nueva,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Orotoy,,Rio Metica (Guamal - Humadea),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
287,32105080,SAN JOSE DEL GUAVIARE [32105080],Agrometeorológica,Automática con Telemetría,Suspendida,2008-09-25 19:00,165,2.55302778,-72.64708333,Guaviare,San José Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,0,2019-02-22 4:13,Medio Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
288,32075030,VISTA HERMOSA [32075030],Climática Ordinaria,Convencional,Suspendida,1969-04-14 19:00,325,3.12038889,-73.75402778,Meta,Vistahermosa,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,0,2019-02-22 4:13,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
289,3518700145,TUA BALNEARIO - AUT [ ],Limnigráfica,Automática con Telemetría,Activa,2018-09-17 19:00,412,4.88565,-72.90088889,Casanare,Monterrey,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,1249,,Río Túa y otros directos al Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
290,13090050,TOLUVIEJO [13090050],Pluviométrica,Convencional,Activa,2014-03-31 19:00,60,9.438,-75.44,Sucre,Tolú Viejo,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Caribe - Litoral,0,,Directos Caribe Golfo de Morrosquillo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
291,24035440,RITACUBA BLANCO EMMA 2 - AUT [24035440],Meteorológica Especial,Automática con Telemetría,Activa,2017-07-08 19:00,5027,6.49358333,-72.31161111,Boyacá,Guicán,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,0,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
292,47015070,PUERTO UMBRIA [47015070],Climática Ordinaria,Convencional,Activa,1983-04-14 19:00,362,0.83897222,-76.57044444,Putumayo,Villagarzón,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,0,,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
293,51025080,ALTAQUER - AUT [51025080],Climática Principal,Automática con Telemetría,Activa,2007-02-26 19:00,110,1.24833333,-78.0925,Nariño,Barbacoas,Area Operativa 07 - Nariño-Putumayo,Pacifico,Mira,0,,Río Mira,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
294,53115010,AEROPUERTO BUENAVENTUR [53115010],Pluviométrica,Convencional,Activa,1946-01-14 19:00,28,3.82011111,-76.99238889,Valle del Cauca,Buenaventura,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,Tapaje - Dagua - Directos,0,,Dagua - Buenaventura - Bahia Málaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
295,23147030,TENERIFE DELICIAS [23147030],Limnimétrica,Convencional,Suspendida,1974-08-15,170,6.86666667,-73.76666667,Santander,Barrancabermeja,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Oponcito,1993-08-15,Río Opón,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
296,38027700,MAIPURES CABAÑAS [38027700],Limnimétrica,Convencional,Activa,2014-12-01 19:00,77,5.24947222,-67.85561111,Vichada,Cumaribo,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Orinoco Directos,Tuparro,,Río Tuparro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
297,11017020,BAGADO [11017020],Limnigráfica,Automática con Telemetría,Activa,2017-12-28 19:00,90,5.412,-76.41788889,Chocó,Bagadó,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Andagueda,,Río Andágueda,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
298,47087010,ARICA - R. PUTUMAYO [47087010],Pluviométrica,Convencional,Activa,1986-05-14 19:00,115,-2.14688889,-71.75222222,Amazonas,Puerto Arica,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Putumayo,Putumayo,,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
299,3518500127,GUADUALITO - AUT [3518500127],Climática Principal,Automática con Telemetría,Activa,2018-09-18 19:00,784,4.98708056,-72.8651,Casanare,Monterrey,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,0,,Río Túa y otros directos al Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
300,35097090,LA REVENTONERA [35097090],Limnigráfica,Convencional,Activa,1981-03-14 19:00,451,4.90497222,-73.04761111,Casanare,Sabanalarga (Casanare),Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Upia,,Río Upía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
301,35037100,PUENTE ABADIA - AUT [35037100],Limnigráfica,Automática con Telemetría,Activa,1968-04-14 19:00,523,4.23533333,-73.63536111,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Guatiquia,,Río Guatiquía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
302,2120500127,RADIO SONDA BOGOTA - AUT [2120500127],Radio Sonda,Automática con Telemetría,Activa,2016-04-04 19:00,2564,4.62166667,-74.10333333,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
303,38027020,PUERTO NARIÑO [38027020],Limnigráfica,Convencional,Activa,1984-02-14 19:00,79,4.95686111,-67.83416667,Vichada,Cumaribo,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Orinoco Directos,Orinoco,,Río Tuparro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
304,26197020,BRASILIA [26197020],Limnigráfica,Automática con Telemetría,Activa,1970-09-14 19:00,670,5.82544444,-75.93533333,Antioquia,Ciudad Bolívar,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Bolivar,,Río San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
305,12015110,CHIGORODO - AUT [12015110],Agrometeorológica,Automática con Telemetría,Activa,2005-09-17 19:00,44,7.67113889,-76.69405556,Antioquia,Chigorodó,Area Operativa 01 - Antioquia-Chocó,Caribe,Caribe - Litoral,0,,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
306,12017010,CHIGORODO [12017010],Limnimétrica,Automática con Telemetría,Activa,1976-10-14 19:00,20,7.67305556,-76.68391667,Antioquia,Chigorodó,Area Operativa 01 - Antioquia-Chocó,Caribe,Caribe - Litoral,Chigorodo,,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
307,26225060,HACIENDA COTOVE - AUT [26225060],Agrometeorológica,Automática con Telemetría,Activa,2004-11-24 19:00,534,6.53391667,-75.82733333,Antioquia,Santa Fe De Antioquia,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,0,,Directos Río Cauca entre Río San Juan y Pto Valdia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
